study_hours,attendance_pct,prev_gpa,assignments_done,sleep_hours,internet_hours,family_support,part_time_job,extracurricular,parent_edu,gender,school_type,distance_km,quiz_avg,midterm_score,final_score,grade
6.9,65.5,2.65,94.4,7.7,1.8,2,1,0,Postgraduate,Female,Private,5.9,74.5,55.7,63.1,Pass
3.0,77.0,3.8,53.0,5.7,4.4,3,1,1,Undergraduate,Male,Private,7.5,64.4,79.8,58.9,Pass
6.0,67.3,3.21,62.6,6.1,4.8,5,1,0,High School,Female,Private,19.6,55.9,64.1,59.9,Pass
3.9,88.2,3.89,44.9,5.3,1.5,2,0,0,Postgraduate,Male,Public,10.4,36.7,37.2,42.3,Fail
3.4,100.0,3.2,54.9,8.1,2.3,4,0,0,Undergraduate,Male,Public,0.5,49.8,44.0,49.4,Pass
4.8,69.3,2.19,51.4,8.5,2.2,4,1,0,High School,Female,Public,22.2,75.6,82.1,50.0,Pass
2.9,81.6,2.07,94.9,7.0,6.9,2,0,0,High School,Male,Public,0.6,77.2,69.8,52.0,Pass
3.9,85.5,1.91,61.0,5.7,2.4,3,0,1,High School,Female,Private,2.2,61.8,42.3,33.7,Fail
2.6,85.1,3.46,77.5,9.4,5.5,4,0,0,Postgraduate,Male,Public,1.3,77.3,33.7,55.8,Pass
8.9,79.1,3.83,67.4,5.9,1.1,5,0,1,Undergraduate,Female,Private,1.0,79.2,52.0,84.4,Distinction
5.1,89.1,4.0,49.6,3.8,1.5,4,1,1,Postgraduate,Male,Private,0.5,67.3,32.4,59.5,Pass
3.6,85.2,3.59,71.6,7.7,2.0,4,0,0,High School,Male,Private,0.7,54.2,59.5,60.1,Pass
5.4,59.4,3.81,87.0,5.3,1.7,3,1,1,Postgraduate,Male,Public,7.0,71.6,100.0,81.9,Distinction
4.8,91.0,2.59,50.8,8.5,2.6,3,1,1,None,Female,Private,3.5,72.3,36.4,42.2,Fail
4.6,91.3,2.19,91.2,6.4,1.9,2,0,0,Postgraduate,Male,Private,1.6,75.1,59.0,58.8,Pass
6.2,66.6,3.6,58.0,7.9,1.8,3,0,0,Postgraduate,Female,Private,12.9,78.0,83.0,71.3,Distinction
6.5,78.6,3.29,65.3,9.1,4.7,1,1,1,High School,Female,Private,3.1,44.6,74.0,58.3,Pass
3.9,88.2,3.08,85.6,5.2,4.8,3,0,1,Undergraduate,Male,Private,0.5,57.4,59.6,60.6,Pass
3.8,74.9,3.27,61.7,6.2,4.4,3,1,0,Undergraduate,Female,Public,6.5,36.5,59.7,45.1,Pass
4.4,94.1,3.23,75.8,6.9,3.8,3,1,0,Postgraduate,Female,Private,4.5,76.2,43.5,62.7,Pass
0.5,100.0,3.9,68.7,9.3,3.1,1,0,0,High School,Male,Private,4.6,61.8,57.7,50.5,Pass
2.0,66.2,3.91,77.6,6.0,2.3,4,1,0,Undergraduate,Female,Private,7.1,71.5,65.9,60.2,Pass
7.7,57.3,3.38,27.4,6.1,1.6,4,0,1,Postgraduate,Female,Private,13.3,42.9,79.7,54.3,Pass
8.3,82.6,3.59,38.4,7.7,3.5,2,0,0,Undergraduate,Male,Public,11.5,86.0,52.1,65.9,Pass
4.5,88.8,3.36,87.3,6.1,1.2,5,1,0,High School,Male,Public,33.2,47.1,59.0,67.6,Pass
6.2,74.5,2.68,95.7,7.2,1.5,2,1,0,Undergraduate,Male,Public,8.8,76.6,46.8,61.0,Pass
5.6,99.8,3.53,56.8,4.7,4.7,5,0,0,None,Male,Public,7.7,66.8,65.6,73.0,Distinction
11.2,57.9,2.02,70.1,10.0,5.9,1,0,0,Undergraduate,Female,Public,2.9,62.2,74.5,61.0,Pass
7.2,88.4,3.74,80.9,5.0,3.6,5,0,0,High School,Female,Public,16.9,60.9,72.1,86.5,Distinction
4.7,68.9,2.16,88.9,6.5,4.7,1,0,0,High School,Female,Public,1.8,55.4,43.3,37.2,Fail
3.1,100.0,3.2,34.4,7.0,2.6,4,0,1,Undergraduate,Male,Private,8.1,84.4,64.3,56.3,Pass
1.8,100.0,2.41,57.3,9.9,1.0,3,0,1,High School,Female,Public,6.6,65.2,51.2,39.1,Fail
5.4,66.5,3.39,68.3,5.0,3.9,4,0,0,Undergraduate,Male,Public,12.9,46.0,78.2,61.8,Pass
3.5,69.8,2.98,89.1,10.0,3.9,3,1,0,Undergraduate,Female,Public,30.0,59.2,59.4,53.3,Pass
2.2,90.9,1.88,100.0,8.1,3.1,2,0,0,High School,Male,Public,35.2,66.9,37.7,39.1,Fail
3.7,72.2,3.29,70.4,7.6,2.6,4,0,0,High School,Female,Public,2.2,78.5,58.5,58.1,Pass
2.8,77.3,2.6,46.9,5.5,4.4,2,1,0,Undergraduate,Female,Public,3.6,55.9,69.3,35.7,Fail
8.4,78.4,3.62,83.0,7.9,1.5,5,1,0,High School,Male,Private,20.0,56.9,65.9,83.7,Distinction
6.8,49.2,3.0,100.0,5.9,1.8,2,1,1,Undergraduate,Female,Public,8.8,65.4,53.8,59.0,Pass
5.0,77.8,3.28,77.2,8.9,1.5,3,0,0,Undergraduate,Female,Private,7.2,78.1,52.6,62.7,Pass
8.0,67.7,2.33,56.9,5.5,3.1,4,0,0,Postgraduate,Female,Private,14.9,44.5,46.2,46.5,Pass
5.2,70.6,2.59,94.2,6.8,1.4,3,0,1,Undergraduate,Female,Private,11.1,72.6,55.7,59.0,Pass
3.3,99.7,2.68,88.3,6.2,2.0,3,0,1,None,Male,Public,42.4,58.0,48.3,53.7,Pass
8.0,59.2,3.6,54.5,5.5,1.9,4,0,0,Undergraduate,Female,Public,10.5,60.1,77.5,69.8,Pass
6.1,90.2,4.0,82.6,8.1,2.6,4,0,0,Postgraduate,Male,Public,7.5,95.0,47.6,85.9,Distinction
2.9,73.8,2.44,94.9,7.8,0.8,5,0,0,Undergraduate,Male,Public,9.4,62.1,64.0,56.0,Pass
4.6,73.8,3.75,98.6,8.8,3.1,3,0,0,Postgraduate,Male,Public,19.8,76.3,62.9,76.0,Distinction
3.2,89.9,1.48,73.7,4.3,4.9,4,1,0,Undergraduate,Female,Private,11.4,75.8,77.1,50.4,Pass
2.2,83.1,2.16,67.8,8.6,3.2,3,0,0,Undergraduate,Male,Public,12.5,47.3,79.4,41.4,Fail
6.9,86.6,2.33,99.5,10.0,5.3,3,1,0,High School,Male,Public,42.7,37.3,73.1,65.8,Pass
8.8,92.5,2.05,50.8,6.3,5.0,4,0,1,Undergraduate,Male,Public,11.6,77.3,67.6,66.5,Pass
2.2,73.0,1.89,83.8,9.8,4.2,3,0,1,High School,Female,Private,5.7,48.7,45.2,29.1,Fail
6.1,68.8,3.29,47.6,6.6,3.1,3,0,0,High School,Female,Private,14.1,40.0,44.9,42.2,Fail
3.7,61.7,2.85,96.3,4.9,3.0,3,0,0,None,Male,Public,12.9,80.4,48.5,52.4,Pass
4.0,65.6,3.27,69.8,6.5,4.1,4,0,0,High School,Male,Public,0.5,49.7,74.0,54.7,Pass
3.8,100.0,3.48,100.0,8.6,2.4,5,1,0,High School,Female,Public,7.6,53.4,63.2,77.3,Distinction
3.3,96.7,3.19,84.8,5.7,0.2,4,1,0,Undergraduate,Male,Private,16.3,94.6,75.9,78.3,Distinction
5.1,57.7,3.46,50.5,6.1,3.7,3,0,1,High School,Female,Private,8.3,40.1,78.0,48.5,Pass
3.3,58.2,2.95,100.0,7.9,1.3,4,0,1,Postgraduate,Male,Private,18.1,46.2,50.4,49.6,Pass
5.5,85.2,2.17,100.0,7.0,1.6,4,1,1,High School,Female,Public,7.2,58.1,62.5,63.2,Pass
4.9,86.2,3.74,92.6,7.9,3.0,2,0,1,High School,Female,Private,49.1,61.4,61.8,71.2,Distinction
4.5,86.2,2.59,59.8,7.4,2.9,2,0,1,High School,Female,Private,4.2,51.6,56.8,42.9,Fail
3.2,74.2,2.35,68.9,7.7,0.9,1,0,1,High School,Male,Private,1.2,47.6,53.4,30.6,Fail
3.8,76.1,2.88,77.9,6.4,3.2,3,1,1,None,Male,Public,6.7,87.6,81.0,64.3,Pass
6.5,82.9,2.36,60.9,7.3,4.4,5,0,0,Undergraduate,Female,Public,9.4,68.9,62.8,60.7,Pass
6.0,79.3,2.71,100.0,5.6,1.3,3,0,0,Undergraduate,Female,Public,5.2,73.8,62.2,70.4,Distinction
3.0,44.7,3.24,77.9,8.9,4.9,3,0,1,High School,Male,Public,3.3,62.9,49.2,39.5,Fail
5.2,74.6,3.24,20.9,6.0,0.7,5,0,1,High School,Female,Private,13.4,69.3,72.8,52.3,Pass
6.5,65.2,2.37,81.8,8.7,6.2,5,0,0,None,Male,Private,5.7,79.0,45.9,57.1,Pass
1.7,80.6,2.66,68.0,6.6,2.4,4,1,0,Undergraduate,Female,Public,12.0,50.1,69.3,43.7,Fail
6.1,100.0,3.75,73.5,7.3,3.2,3,0,0,Undergraduate,Female,Public,18.1,69.0,69.7,81.3,Distinction
3.7,83.5,3.35,67.6,6.3,0.2,2,0,1,None,Male,Public,17.2,75.4,55.4,54.4,Pass
6.1,73.3,4.0,91.1,5.5,2.9,1,0,0,High School,Male,Private,5.6,88.2,67.1,79.1,Distinction
3.5,91.8,3.83,97.4,4.4,3.3,2,0,1,Postgraduate,Female,Public,10.1,94.2,65.0,80.9,Distinction
1.4,85.2,3.8,80.7,5.4,2.9,3,1,1,High School,Male,Public,7.2,66.0,61.4,58.6,Pass
1.7,84.3,2.03,68.2,6.5,2.2,4,0,1,Undergraduate,Female,Public,24.6,82.1,62.2,43.8,Fail
5.1,87.1,3.53,74.2,7.3,1.6,2,0,0,High School,Male,Public,25.3,24.9,63.0,55.9,Pass
5.5,100.0,2.96,75.4,8.5,4.7,2,0,0,Undergraduate,Female,Private,5.1,88.3,64.1,71.8,Distinction
3.2,61.0,2.61,59.0,6.3,3.0,2,0,0,Postgraduate,Male,Private,1.2,54.1,63.0,34.3,Fail
6.3,85.1,3.12,86.6,5.7,5.3,4,0,0,Postgraduate,Male,Public,2.2,61.4,44.3,67.6,Pass
1.7,64.1,3.66,84.2,4.8,2.2,4,1,0,Undergraduate,Female,Private,5.5,71.6,59.6,56.1,Pass
4.9,86.3,3.35,100.0,7.7,2.3,4,0,1,High School,Female,Public,10.0,62.7,66.2,75.9,Distinction
2.6,64.2,2.39,100.0,9.1,4.2,3,1,0,Undergraduate,Female,Private,12.8,67.9,63.6,49.1,Pass
3.7,71.7,3.52,61.3,8.9,0.6,3,1,1,High School,Female,Public,4.8,88.8,77.3,63.6,Pass
5.1,73.6,2.55,91.4,8.1,1.2,2,1,1,Postgraduate,Female,Public,13.2,59.2,71.9,59.4,Pass
3.3,92.6,3.15,56.0,8.0,4.6,3,0,0,Undergraduate,Female,Public,33.3,48.7,48.1,45.1,Pass
4.2,91.8,2.79,88.9,9.5,1.2,5,0,1,High School,Male,Public,12.7,92.2,59.3,72.9,Distinction
7.0,59.3,2.85,64.7,7.5,0.3,5,1,1,None,Female,Public,2.1,72.9,57.0,58.7,Pass
3.8,78.8,3.54,54.5,8.0,5.8,4,1,0,Undergraduate,Female,Private,10.4,93.8,61.9,63.3,Pass
6.7,67.4,2.27,80.6,6.5,0.9,5,1,0,Postgraduate,Female,Private,9.4,78.0,62.0,64.4,Pass
2.7,59.1,4.0,21.5,5.0,3.3,4,0,0,Undergraduate,Female,Public,24.5,45.1,71.8,39.0,Fail
6.1,74.7,1.73,40.0,6.0,3.1,1,0,0,High School,Male,Private,5.2,74.7,64.8,34.6,Fail
7.9,73.4,2.58,71.5,7.0,0.0,5,1,1,None,Female,Public,6.6,50.2,81.7,68.6,Pass
0.5,100.0,3.26,76.6,7.1,2.6,2,0,0,High School,Female,Private,11.0,65.1,65.9,52.0,Pass
3.4,84.5,3.41,67.6,9.9,3.7,4,0,1,Postgraduate,Male,Public,8.9,63.9,48.7,56.2,Pass
6.2,57.3,2.93,43.4,7.1,3.5,3,0,0,Postgraduate,Male,Private,15.2,40.7,54.5,38.2,Fail
4.6,69.5,2.96,58.6,8.8,4.4,3,0,0,Postgraduate,Female,Public,0.5,52.8,71.7,50.4,Pass
5.7,93.3,3.29,82.8,6.3,2.4,4,0,1,Undergraduate,Male,Public,9.9,98.1,36.2,74.2,Distinction
3.8,100.0,2.84,86.6,6.5,4.1,3,0,1,Undergraduate,Female,Public,1.6,68.6,40.5,58.0,Pass
5.2,54.2,3.98,74.7,5.0,2.0,3,0,0,Undergraduate,Male,Public,4.5,62.4,62.2,61.8,Pass
4.7,49.8,3.59,98.1,5.9,0.9,3,0,0,Undergraduate,Male,Private,13.0,92.2,77.2,74.1,Distinction
7.3,100.0,3.61,82.9,7.8,1.1,3,0,1,Undergraduate,Male,Public,2.1,59.1,82.9,89.0,Distinction
5.5,83.8,2.32,60.1,7.0,0.8,5,0,1,High School,Male,Public,4.4,63.6,58.5,53.5,Pass
5.7,65.0,2.94,69.4,8.4,4.5,4,1,0,Undergraduate,Male,Public,14.6,79.9,79.0,66.0,Pass
4.2,86.0,2.79,46.9,7.3,0.7,3,0,0,High School,Female,Public,12.6,59.0,63.2,45.8,Pass
4.0,38.5,2.3,72.8,6.5,3.4,2,0,0,High School,Female,Private,1.1,53.8,37.5,20.9,Fail
4.1,78.1,3.25,97.2,10.0,2.6,5,1,0,Undergraduate,Male,Public,10.3,31.2,61.9,62.7,Pass
5.8,82.9,2.62,88.7,6.9,2.8,2,1,1,Postgraduate,Male,Private,1.9,51.0,52.1,56.1,Pass
4.2,91.9,3.46,100.0,8.7,5.0,3,0,1,Undergraduate,Male,Public,3.5,50.8,76.7,75.2,Distinction
5.6,62.8,2.25,68.9,6.4,2.3,3,0,1,None,Female,Private,7.4,67.4,61.6,45.3,Pass
9.2,79.3,4.0,100.0,8.1,3.9,5,0,0,Postgraduate,Female,Private,1.4,55.8,41.6,89.9,Distinction
6.7,64.1,2.37,71.1,8.4,3.1,2,0,1,Undergraduate,Female,Private,60.0,97.4,38.0,50.2,Pass
4.3,81.8,3.15,100.0,7.3,2.8,2,1,0,High School,Male,Private,2.2,49.1,61.7,60.9,Pass
7.4,64.6,3.55,74.6,3.5,6.4,3,1,1,Undergraduate,Female,Public,18.2,86.0,23.3,61.0,Pass
4.2,71.9,2.6,89.1,7.0,0.8,3,1,0,High School,Male,Private,21.3,68.3,53.7,52.0,Pass
0.9,63.1,3.6,100.0,8.8,4.9,4,0,0,Undergraduate,Male,Private,60.0,77.1,65.7,60.7,Pass
3.0,87.8,2.14,71.1,7.8,4.0,3,0,1,Postgraduate,Male,Private,6.7,76.2,45.1,43.0,Fail
1.3,90.9,4.0,79.4,7.7,2.3,3,1,0,High School,Male,Private,24.9,31.7,77.9,58.9,Pass
4.3,74.5,3.01,100.0,4.4,5.4,2,0,1,High School,Female,Private,37.9,64.8,81.1,66.9,Pass
5.0,78.6,2.58,72.3,5.9,0.2,2,0,1,None,Female,Public,2.3,61.1,45.7,44.4,Fail
8.4,56.3,2.79,48.6,7.6,2.2,5,1,0,High School,Male,Public,7.8,48.0,57.2,51.5,Pass
5.7,73.5,3.57,100.0,7.6,1.2,5,0,1,High School,Male,Public,0.7,71.9,77.9,85.1,Distinction
4.6,77.2,2.59,65.6,8.8,3.6,3,0,0,High School,Male,Private,11.6,90.7,62.0,55.1,Pass
6.7,100.0,2.48,78.2,6.8,1.3,2,1,0,None,Male,Public,10.5,24.9,39.7,47.2,Pass
0.6,61.3,2.84,98.1,7.6,3.6,2,0,1,High School,Male,Public,2.7,57.0,59.7,38.5,Fail
5.5,100.0,2.18,62.8,7.0,2.7,4,0,1,High School,Male,Public,19.2,46.3,48.4,48.2,Pass
6.5,93.0,4.0,54.8,5.5,2.3,4,0,0,None,Female,Public,0.5,66.1,79.7,80.5,Distinction
2.0,82.2,2.6,80.1,3.6,3.6,3,0,0,Undergraduate,Female,Private,19.7,60.1,71.7,49.6,Pass
7.3,100.0,3.58,39.1,7.6,2.6,4,0,0,Undergraduate,Female,Private,0.5,55.9,57.0,67.3,Pass
5.7,83.6,3.15,69.2,7.3,1.4,4,0,1,None,Male,Public,12.8,75.3,64.3,67.4,Pass
4.2,83.8,2.31,79.9,6.1,7.2,5,0,1,Undergraduate,Female,Public,1.0,89.5,41.1,56.0,Pass
6.3,77.2,3.0,69.6,4.6,2.3,2,1,0,Postgraduate,Female,Public,3.5,100.0,49.9,64.4,Pass
9.5,96.4,3.55,44.1,7.9,0.0,2,0,1,Postgraduate,Female,Public,15.4,53.9,86.9,81.1,Distinction
5.4,94.4,2.87,100.0,6.6,1.7,2,1,0,None,Female,Public,3.9,37.7,62.9,62.8,Pass
5.5,68.6,3.84,77.1,7.8,1.1,5,0,0,Undergraduate,Female,Public,8.6,73.4,76.9,79.0,Distinction
4.1,58.2,3.72,100.0,9.8,4.2,4,1,1,High School,Male,Public,29.6,89.2,65.7,73.5,Distinction
3.3,75.0,3.64,69.8,3.8,3.5,4,0,0,None,Male,Public,0.6,77.2,83.0,67.9,Pass
6.7,66.0,2.68,57.4,6.0,3.6,2,0,0,High School,Male,Private,20.0,89.1,30.0,44.1,Fail
3.3,77.0,2.24,80.4,6.7,2.4,3,1,1,High School,Female,Public,0.8,61.6,59.0,44.2,Fail
5.1,96.6,2.57,70.7,9.2,2.6,3,0,0,Undergraduate,Male,Public,1.6,55.9,88.3,66.5,Pass
4.0,71.1,3.14,51.4,4.5,2.4,4,0,0,Undergraduate,Female,Public,1.5,66.7,77.3,55.2,Pass
6.0,77.4,3.38,100.0,9.9,2.9,3,0,1,Undergraduate,Male,Private,60.0,60.0,83.2,80.3,Distinction
5.7,78.9,1.48,62.6,7.2,4.3,2,1,1,High School,Female,Public,2.4,74.9,61.9,41.0,Fail
7.1,90.7,2.99,38.2,6.9,3.5,4,0,1,High School,Female,Public,27.2,79.5,53.4,60.8,Pass
4.0,44.3,3.11,100.0,6.7,3.8,3,0,0,High School,Male,Public,56.4,80.7,45.6,51.6,Pass
4.5,68.9,2.81,64.9,6.3,3.7,3,0,0,High School,Male,Private,5.8,72.7,44.4,44.5,Fail
3.0,81.2,3.9,62.8,8.6,4.3,2,0,1,Postgraduate,Female,Private,12.0,68.7,74.9,62.8,Pass
4.1,96.0,3.3,39.7,5.4,3.4,5,0,0,Undergraduate,Female,Private,18.1,76.9,70.2,63.8,Pass
5.8,70.6,3.92,100.0,7.5,3.5,4,0,0,Postgraduate,Male,Public,6.0,35.6,60.9,73.4,Distinction
6.5,49.9,2.85,49.2,6.4,4.8,5,0,0,Undergraduate,Male,Private,2.1,68.2,70.1,53.4,Pass
3.2,87.3,3.66,76.2,5.9,2.0,3,0,0,High School,Female,Private,6.8,65.8,64.3,63.3,Pass
6.7,68.5,4.0,93.3,10.0,1.7,5,1,0,High School,Male,Public,17.7,68.2,77.4,88.4,Distinction
7.7,60.2,3.92,83.4,7.6,1.2,5,1,1,Undergraduate,Male,Private,18.2,63.7,77.2,84.8,Distinction
5.8,68.6,2.24,73.8,7.9,3.3,4,1,1,High School,Male,Public,3.1,71.5,44.9,48.0,Pass
8.8,75.2,2.82,41.0,8.7,0.2,5,0,1,Undergraduate,Male,Public,2.3,56.4,66.4,62.7,Pass
3.5,68.9,2.76,58.8,4.9,3.7,3,1,1,Undergraduate,Female,Private,30.4,81.9,35.3,38.1,Fail
2.5,44.9,3.34,78.8,9.6,2.8,3,0,1,High School,Female,Private,0.5,72.1,64.1,46.1,Pass
1.4,91.5,3.48,59.3,3.2,4.7,1,1,1,Undergraduate,Female,Public,15.9,67.3,71.7,49.9,Pass
8.0,97.1,2.41,79.1,5.8,2.0,4,0,0,Postgraduate,Male,Public,0.6,54.5,41.0,65.2,Pass
6.3,87.8,3.05,88.6,6.3,2.7,4,0,0,High School,Female,Private,21.8,77.2,55.3,74.3,Distinction
4.9,60.9,1.59,94.3,7.9,4.7,4,0,0,Undergraduate,Female,Public,28.3,68.1,62.2,47.7,Pass
5.6,75.0,4.0,50.5,7.3,5.1,2,0,0,None,Male,Public,4.2,53.7,65.7,57.5,Pass
2.7,77.9,2.64,100.0,6.7,2.0,3,1,0,Undergraduate,Male,Public,0.9,64.2,57.5,54.0,Pass
9.9,87.0,3.04,90.3,7.0,3.3,2,1,0,None,Female,Private,7.9,74.4,43.2,77.0,Distinction
5.3,88.0,2.78,75.0,5.5,3.4,4,1,0,None,Female,Private,4.3,73.3,61.1,63.7,Pass
5.2,67.0,3.8,96.8,4.8,3.6,2,0,0,Undergraduate,Male,Public,6.5,72.3,35.6,62.6,Pass
6.5,79.2,1.01,100.0,8.1,2.6,5,0,0,High School,Male,Public,13.1,66.4,58.3,55.0,Pass
6.0,84.9,2.99,46.2,8.0,4.9,3,0,0,Undergraduate,Male,Public,2.8,80.4,54.9,56.5,Pass
5.4,99.8,2.93,70.5,9.4,0.2,3,1,1,Postgraduate,Male,Public,5.3,83.6,59.9,70.4,Distinction
3.4,88.6,2.68,27.4,5.8,2.4,5,0,0,High School,Male,Private,18.3,76.1,53.1,41.9,Fail
5.9,89.8,4.0,78.9,8.0,3.7,3,1,1,Undergraduate,Female,Public,12.4,56.2,37.9,68.1,Pass
8.8,79.3,2.38,82.3,6.6,3.7,1,0,1,Undergraduate,Female,Public,4.7,49.1,56.1,58.4,Pass
7.7,99.2,3.54,74.2,8.8,5.0,3,0,1,High School,Female,Private,13.1,56.8,76.9,83.3,Distinction
8.2,84.1,3.25,61.9,8.5,4.8,2,1,1,Undergraduate,Female,Public,17.4,94.3,82.2,81.8,Distinction
4.0,65.1,3.88,34.0,7.3,2.6,5,0,1,Undergraduate,Male,Public,10.8,69.2,100.0,65.3,Pass
3.0,99.1,2.53,82.5,6.5,4.9,4,0,0,Undergraduate,Male,Public,3.3,96.9,89.1,75.2,Distinction
4.7,88.5,2.49,100.0,8.4,1.9,3,0,1,Postgraduate,Female,Private,0.5,63.2,42.8,58.7,Pass
5.1,71.4,3.77,63.2,8.0,4.4,4,1,1,Undergraduate,Male,Public,19.5,61.1,55.5,60.8,Pass
7.2,70.8,3.3,83.8,6.0,5.7,2,0,1,Postgraduate,Female,Public,20.8,63.9,61.6,68.6,Pass
1.6,82.4,1.92,43.6,5.0,4.8,4,0,0,Undergraduate,Female,Public,14.4,63.6,60.6,28.6,Fail
8.1,84.9,2.62,84.1,6.6,3.2,5,0,0,High School,Female,Private,1.0,53.4,63.1,72.9,Distinction
4.7,81.0,3.27,67.1,9.3,2.5,5,0,1,Undergraduate,Female,Public,10.6,47.8,100.0,72.6,Distinction
4.1,82.7,3.59,59.8,8.7,0.7,3,0,1,High School,Female,Private,20.6,72.5,44.7,54.5,Pass
3.0,100.0,2.52,59.8,5.3,3.5,3,0,1,Undergraduate,Female,Private,5.9,80.8,50.6,49.3,Pass
1.7,94.1,0.96,67.1,5.2,1.3,1,1,0,Undergraduate,Male,Private,2.6,100.0,88.3,41.0,Fail
6.6,80.9,3.37,82.6,8.9,1.8,4,1,0,Undergraduate,Male,Public,10.6,58.5,52.1,69.7,Pass
5.1,92.1,2.15,48.8,5.3,1.2,4,0,0,None,Female,Public,21.0,59.7,68.3,48.8,Pass
2.4,62.5,1.59,67.1,7.8,2.3,3,1,0,Undergraduate,Female,Public,0.6,53.4,78.6,30.3,Fail
2.4,84.0,1.02,74.2,6.1,3.0,5,0,0,None,Female,Public,10.9,81.9,69.8,40.7,Fail
4.3,100.0,3.57,53.0,9.4,3.4,2,0,0,Undergraduate,Male,Private,12.4,77.2,65.1,64.3,Pass
8.3,74.7,3.09,100.0,5.8,2.1,1,0,0,Undergraduate,Male,Public,11.1,51.8,77.0,76.2,Distinction
4.5,65.3,2.84,57.9,8.7,4.6,2,0,0,Postgraduate,Male,Public,12.6,51.5,47.7,36.7,Fail
2.0,68.2,3.97,61.6,7.3,2.7,3,0,0,High School,Female,Public,12.0,79.3,54.1,51.4,Pass
4.5,61.7,3.45,55.4,7.4,1.8,1,0,1,Undergraduate,Male,Private,1.7,70.7,70.6,50.0,Pass
4.5,66.2,4.0,100.0,4.0,3.3,4,1,1,Undergraduate,Female,Public,3.2,76.4,28.9,66.2,Pass
0.5,72.4,2.03,86.1,3.7,5.9,3,0,1,Postgraduate,Male,Public,11.6,51.8,84.7,40.0,Fail
4.9,56.9,2.98,56.3,6.7,3.5,2,1,0,Undergraduate,Female,Public,0.5,36.8,66.9,38.1,Fail
4.5,78.2,1.87,97.1,7.4,2.5,4,0,1,High School,Female,Private,12.1,51.9,64.4,52.5,Pass
6.4,91.5,2.84,79.0,5.3,0.7,3,0,0,High School,Female,Public,13.1,75.3,35.9,61.4,Pass
8.7,64.4,2.83,80.1,5.4,2.7,4,0,1,Undergraduate,Male,Public,3.3,96.7,41.4,70.8,Distinction
7.3,100.0,3.44,68.1,7.8,3.4,3,0,1,Undergraduate,Male,Public,10.9,58.6,55.6,73.1,Distinction
4.5,85.7,3.03,60.0,7.8,2.4,4,1,1,Postgraduate,Male,Private,9.2,99.1,74.9,70.7,Distinction
2.8,93.5,3.44,81.8,6.8,0.5,5,1,1,High School,Female,Public,3.6,77.4,28.8,59.4,Pass
10.1,68.1,3.49,64.1,8.2,1.7,1,0,0,Postgraduate,Female,Private,7.5,44.1,74.6,71.3,Distinction
5.1,90.8,4.0,100.0,5.2,5.2,4,1,0,None,Male,Private,28.8,68.2,56.2,82.1,Distinction
5.0,61.6,2.78,49.6,6.5,5.2,5,1,1,Postgraduate,Male,Public,6.7,78.0,58.4,50.5,Pass
5.0,91.4,2.34,100.0,9.5,1.7,4,0,0,Postgraduate,Female,Public,11.9,28.6,66.1,60.8,Pass
5.4,80.6,3.17,72.8,7.1,4.0,3,0,0,Undergraduate,Female,Public,0.5,74.7,66.3,66.5,Pass
4.7,86.3,2.44,81.0,7.2,1.2,3,1,1,Undergraduate,Male,Public,1.0,82.6,50.6,57.3,Pass
3.9,60.4,4.0,91.7,10.0,5.1,4,0,0,None,Female,Public,1.0,71.0,72.0,70.9,Distinction
3.9,64.6,2.8,62.4,4.9,3.4,5,1,1,None,Male,Public,18.1,64.1,24.9,35.6,Fail
4.9,87.0,2.6,92.3,8.2,4.4,1,0,1,High School,Male,Public,5.2,62.4,54.8,55.1,Pass
3.9,63.8,2.67,20.8,9.5,0.4,2,0,0,None,Female,Public,3.1,61.5,64.5,25.9,Fail
3.6,84.9,3.5,60.6,6.5,4.0,3,0,0,Undergraduate,Male,Private,16.5,47.4,56.5,51.2,Pass
5.2,57.5,2.89,56.5,8.3,3.0,3,0,0,High School,Male,Private,2.2,54.7,32.8,33.2,Fail
4.5,90.7,2.55,49.9,5.5,4.3,3,1,0,Postgraduate,Female,Public,3.4,58.8,74.1,51.9,Pass
8.0,59.5,4.0,70.7,6.0,4.4,3,0,0,High School,Male,Public,6.8,66.7,42.0,66.1,Pass
0.5,86.3,2.4,82.7,7.6,3.1,2,0,0,Undergraduate,Male,Private,4.8,56.6,60.9,37.7,Fail
7.2,87.4,3.02,89.1,8.2,2.1,2,1,0,Undergraduate,Female,Private,10.6,52.0,64.4,70.1,Distinction
7.5,67.5,3.46,79.8,8.7,4.2,5,0,0,High School,Female,Private,4.9,76.4,62.3,77.5,Distinction
0.9,86.7,1.86,61.7,9.4,2.9,2,0,1,High School,Male,Public,6.0,70.6,80.7,35.4,Fail
4.3,81.9,3.34,82.4,6.9,1.7,3,0,1,High School,Male,Public,23.8,56.9,61.1,61.2,Pass
4.3,69.9,2.26,77.5,8.8,1.6,3,0,1,Undergraduate,Female,Public,25.9,72.6,68.8,51.1,Pass
2.2,62.9,3.58,93.7,6.5,0.8,5,0,0,Undergraduate,Female,Private,21.1,58.2,61.1,59.4,Pass
3.4,48.6,2.33,90.5,8.4,2.2,4,0,0,High School,Male,Public,24.0,65.9,71.8,47.2,Pass
2.8,83.2,3.48,75.6,7.3,4.7,4,0,1,Undergraduate,Male,Public,10.1,79.6,84.3,71.4,Distinction
